bêbados	drunk/ under the influence of alcohol
fraldas	diaper/ nappy (an absorbent garment worn by a baby/ or by someone…
honestos	honest (scrupulous with regard to telling the truth)
cocó	poo/ poop (excrement)
ouvires	to hear (to perceive with the ear/ without necessarily paying…
prendas	gift/ present
alterações	alteration/ change/ modification
rolo	roll
protegê-la
suor	sweat (fluid that exits the body through pores)
substância	substance/ physical matter
continuava	to continue/ to go on (with) (to not stop)
chantagem	blackmail
jurar	to swear (take an oath)
sandra	a female given name/ equivalent to English Sandra
calendário	calendar (system by which time is divided)
começarem	to start/ to begin/ to commence
inventei	to invent/ devise
mergulhar	to submerge (to go down in water)
marilyn
assaltar	to rob
diga-nos
segura-te
alf
coelhos	rabbit
arrependido	sorry/ regretful
seguidos	to follow (to go or come after in physical space)
arranca	to pull/ pluck/ rip (something)
kid
grata	feminine singular of grato
avançada	to go forward/ advance
culpo	to blame
telegrama	telegram/ cable (message sent by telegraph)
essência	essence (all senses)
raptada	to abduct (capture and keep (someone) imprisoned/ demanding…
levando	gerund of levar
caçada	to hunt (chase down prey)
bófia	heat/ the police
psicologia	psychology
batalhão	battalion
bebemos	to drink (something)
pearl
cálculos	calculus (differential calculus and integral calculus considered…
circular	circular/ round
marcel
salsicha	sausage (food)
facial	facial (of the face)
venceu	to win
distracção	distraction
assassinar	to kill/ murder
hudson
maldade	malice
muitíssimo	superlative degree of muito
receitas	recipe (instructions for making or preparing food dishes)
compreensão	comprehension/ understanding
zonas	zone (in a broad geographic or geometric sense)
porão	to put/ to place
levantem-se
tornei-me
insistiu	to insist
bonecas	doll (a toy in the form of a human)
latas	broad/ wide
apanhe	to collect/ gather
queimaduras	a burn
nó	nut
tornei	to make (to cause to be)
lynn
noivos	fiancé
poção	potion
algodão	cotton (plant)
fizesses	to make
pedem	to ask for/ to request (to express the need or desire for something)
literatura	literature (a body of written works collectively)
pesquisas	research (inquiry or examination)
maridos	husband (male partner in a married couple)
escolta	to escort (to guard someone or something as they go somewhere)
levantem	to stand up/ to get up (to rise from a lying/ sitting or fallen…
desviar	to divert
coberta	to cover (conceal or protect)
cristina	a female given name/ equivalent to English Christina
deres	to give
dirige	inflection of dirigir:
mintas	to lie (to affirm as true what is known to be false/ or to deny…
definição	definition
arranjas	to arrange
troféu	trophy (set of the enemy's spoils that remain in the hands of the…
parece-te
reflexo	reflex (automatic response)
ouvia	to hear (to perceive with the ear/ without necessarily paying…
companheira	companion/ comrade
ã	the letter A with a tilde
jura	to swear (take an oath)
sloan
suar	to sweat (to emit sweat)
aproxima	to approach (to get closer to)
invenção	invention
cansados	sleepy/ tired
corrupção	corruption (act of corrupting or of impairing integrity/ virtue/…
jogou	to play (to participate in a sport or game)
queca	a fuck (act of sexual intercourse)
brett
semestre	a period of six months
manter-me
verifique	to verify
mecanismo	mechanism (mechanical means for the conversion or control of motion)
receberam	to get/ to receive
deixe-nos
sophia
corrido	to run (to move quickly on one’s feet)
recibo	receipt (written acknowledgement)
perfeitos	perfect
técnicos	technical
sasha
fatia	slice (thin/ broad piece cut off)
calções	shorts
descanse	to rest
apresento-te
mapas	map
entres	to enter/ to go into
peste	plague
lutamos	to fight (participate in a conflict)
incómodo	uncomfortable
abraçar	to hug/ embrace
italianos	Italian (of or relating to Italy)
atum	tuna
representação	representation (all senses)
descobrirem	to discover (to find something for the first time)
calculo	calculate (determine value)
deixei-o
ex-marido
arranjamos	to arrange
vivian
deveres	should (indicates that an action is considered by the speaker to…
marcou	to mark
deixou-o
previsto	anticipated (expected to happen)
jamal
aparecido	to appear
gelada	feminine singular of gelado
armadilhas	trap (device designed to catch or kill animals)
evidência	evidence
atacada	to attack (to apply violent force)
neill
jr
medos	fear (emotion caused by actual or perceived danger or threat)
mostro-te
assustar-me
jogado	to play (to participate in a sport or game)
alinho	to align/ line up
barril	barrel (container formed of wooden staves bound by hoops)
sonda	probe (device or craft used for exploration)
altitude	altitude
sepultura	grave (excavation for burial)
dói-me
parecidos	to seem
santidade	sanctity/ holiness
antídoto	antidote
reagan	a surname and unisex given name in English
iniciais	to start/ begin/ initiate
robot	alternative spelling of robô
honrar	to honor
confiei	to confide/ entrust
transplante	transplant (act of uprooting and replanting a plant)
henrique	a male given name/ equivalent to English Henry
divertir-te
jurisdição	jurisdiction
theo
clubes	club (association of members)
capturado	to capture/ catch
cimento	cement (powdered substance that develops strong adhesive…
provou	to prove/ show/ to demonstrate that something is true/ to give…
mole	soft
claque	supporters (people who support something/ especially a sports team)
desempenho	to comply or perform (a task)
atentos	attentive
banheiro	bathroom/ lavatory
ocorre	to occur/ happen
dormindo	to sleep/ to be asleep (to rest in a state of reduced consciousness)
eugene
atirem	to throw
k	The eleventh letter of the Portuguese alphabet/ written in the…
envie	to send
tira-o
sairá	to exit/ to leave (go away from a certain place or situation)/ to…
currículo	curriculum vitae/ résumé (written account of one’s education/…
cantor	singer (person who sings)
sylvia	a female given name/ variant of Sílvia
naqueles	contraction of em + aquele/ literally “in that”
quebrou	to break (end up or cause to end up in two or more pieces that…
resíduos	residual
vejo-o
tiramos	to take/ take out/ take away
bacano	nice/ cool
extensão	tract (an area)
pobreza	poverty (quality or state of being poor)
investigações	investigation
despedir-me
contava	to tell (to convey given information)
silencioso	silent
exacta	pre-reform spelling (used until 1943 in Brazil and 1990 in…
apanha-o
veredicto	alternative form of veredito
constituição	constitution (all senses)
cartaz	poster
jan
shirley
acabaram-se
corri	to run (to move quickly on one’s feet)
prendeu	to arrest (to seize and take into legal custody)
consigamos	to get/ obtain
matamos	to kill (to cause to die)
sessões	session (a period devoted to a particular activity)
preparem	to prepare/ to get ready (to make ready for a specific future purpose)
strip	synonym of striptease
passageiro	passing/ transitory
nasceste	second-person singular preterite indicative of nascer
preparação	preparation (act of preparing or getting ready)
declarações	declaration
falarei	to speak/ to talk (to say words out loud)
apodrecer	to rot/ to decay/ to decompose
colorado	Colorado/ Colorado River (a major river of western North America/…
mobília	furniture
agradecemos	to thank
seriamente	seriously
hotéis	hotel
moe
fiz-te
colaborar	to collaborate
atentado	thoughtful
mademoiselle	mademoiselle (courtesy title)
del
ética	ethical
broadway
adoramos	to love (to have a great admiration or affection for something or…
tocas	to touch/ to finger/ to feel (tactually)
cancelado	to call off/ to cancel
notei	to notice/ to observe/ to take notice (to see or realise something…
sacrifícios	sacrifice (something sacrificed)
chegasse	to arrive (at)/ to reach (to conclude moving to a destination)
eficiente	efficient (making good use of resources)
autêntico	authentic/ legitimate/ genuine
magoada	to sadden (someone)/ to make (someone) sad
prepare	inflection of preparar:
começava	to start/ to begin/ to commence
corrupto	corrupt (morally degenerate)
contabilista	accountant
telefonei	to telephone (to contact using a telephone)
importe	inflection of importar:
arranjar-te
nikita
mimi	inflection of mimir:
condicionado	to condition (place conditions or limitations upon)
dar-vos
respeita	to respect/ look up to
pertenço	to belong (to be property (of)/ to be owned (by))
andre
mills
benefício	benefit (positive consequence)
demoro	to take time (to require a comparatively long period of time)
està	inflection of estar
resgatar	to rescue
piquenique	picnic
exercícios	exercise
bocados	mouthful (amount that fits in a mouth)
cabos	cape (piece of land extending beyond the coast)
conseguias	to get/ obtain
probabilidade	probability
fornecer	to supply/ provide/ furnish
racista	racist
certificar	to certify/ to attest (to assert as true or meeting a standard)
nasa	NASA (acronym of National Aeronautics and Space Administration)
homenagem	homage (in feudalism/ the formal oath of a vassal to his or her lord)
carregada	to carry
revistar	to search/ to seek
arena	arena
crescem	to grow (become bigger or taller)
tratas	to treat (to handle/ deal with or behave towards in a specific way)
crias	to create/ to put into existence
sidney	Sydney (a major port city/ the state capital of New South Wales/…
inesperado	unexpected (not expected/ anticipated or foreseen)
espreitar	to peek at/ to peer (to observe while hidden)
especialistas	specialist/ expert (person with extensive knowledge or ability in…
desceu	to descend/ to go down
sexualmente	sexually
amarela	yellow in colour
impedi-lo
miséria	misery/ distress (extreme pain of body or mind)
cogumelos	mushroom
deixámos	to leave/ to exit (to go out of or away from a place)
amador	amateur (someone who is unqualified or insufficiently skillful)
profeta	prophet
meter-se
isolamento	insulation (the act of insulating)
custos	plural of custo
ash
religioso	religious
ninja	ninja (spy and mercenary in pre-modern Japan)
independência	independence (state or quality of being independent)
trazia	bring (to transport toward somebody/somewhere)
y	The twenty-fifth letter of the Portuguese alphabet/ written in the…
simpatia	likeableness (quality of being likeable)
dawson
reação	reaction (action in response to an event)
refiro	to refer
marina	marina (harbour for small boats)
táctica	pre-reform spelling (used until 1990) of tática/ still used where…
artilharia	artillery/ ordnance/ gunnery
montgomery	Montgomery (the capital city of Alabama/ and the county seat of…
tanner
contratos	contract
vias	to see/ to observe (to perceive with one’s eyes)
leões	lion (mammal)
mandem	to order/ command
partidos	to split (divide something/ especially in two roughly equal parts)
jipe	jeep (vehicle)
línguas	tongue
hilariante	hilarious
piscar	to blink (to close and reopen both eyes quickly)
pedrado	cobbled
passará	to pass/ to pass by (to move past)
apanhem-no
cuidadoso	careful
expulsar	to expel (remove from membership)
entusiasmada	to excite (to cause (someone) to feel enthusiasm)
ezra
demoraste	to take time (to require a comparatively long period of time)
mentais	mental
sofia	a female given name/ equivalent to English Sophie or Sophia
formal	formal (being in accord with established forms)
paranóico	paranoid
gil
prisões	prison
cooperação	cooperation (act of cooperating or being cooperative)
olhava	to look
conseguiremos	to get/ obtain
capela	chapel (small Christian place of worship)
quebra	to break (end up or cause to end up in two or more pieces that…
companhias	company/ companionship
remoto	remote/ far-flung (at a distance)
turnos	shift (change of workers)
voltemos	to return/ to come back
coco	coconut (fruit of coco palm)
brady
revelou	to reveal/ disclose
apetecer	to desire
bêbeda	alternative form of bêbado
bree
aguarda	to await
retorno	return
combina	to combine
pudemos	to be able to/ can (to have the ability to)
insignificante	insignificant (not significant/ not important)
cavernas	cave
zombie	zombie (the undead)
shelby
suspenso	to suspend/ to hang
tramado	to weave
desejas	to wish
plasma	plasma
cérebros	brain/ cerebrum (organ located in the anterior and superior part…
vire-se
gregory
cócegas	plural of cócega
imediata	immediate (without delay)
fulano	misspelling of fulano
leve-me
espionagem	espionage/ spying
matares	to kill (to cause to die)
delicada	delicate (easily damaged)
identificado	to identify
dai	to give
nenhumas	no/ none
choro	to cry/ to weep (to shed tears from the eyes)
distribuição	distribution
solta-me
levados	to take (to move something to a destination)
protegida	to protect
perdidas	to lose (an object/ a job/ interest etc.)
doentio	unhealthy
mudou-se
detectar	to detect
derrotado	to defeat
sozinhas	alone/ by oneself/ on one's own
entao
fort
públicos	public (pertaining to the affairs of all people)
luthor
pedes	to ask for/ to request (to express the need or desire for something)
gabe	inflection of gabar:
luva	glove
morrendo	to die (to stop living)
pagamos	to pay
criaram	to create/ to put into existence
price
apanhem	to collect/ gather
bode	she-goat/ nanny goat (female goat)
refugiados	to shelter (to provide shelter)
tolos	foolish/ silly (having or characterised by poor judgement or…
recusa	to refuse/ decline/ reject
secar	to dry (to become dry)
abrandar	to soften
feijões	bean (seed)
nevoeiro	fog/ haze/ mist
defeito	defect/ fault
católica	Catholic
rata	female equivalent of rato
mercedes	Mercedes (car manufactured by Mercedes-Benz)
divina	divine (pertaining to god)
isolado	isolated (in isolation)
sentindo	to sense/ to feel (to perceive by means of biological senses)
suíça	Switzerland (a country in Western Europe and Central Europe/…
charme	charm (quality of inspiring delight or admiration)
estavamos	first-person plural imperfect indicative of estar
oriental	east/ eastern (relating to or located in the east)
alpha	pre-reform spelling (used until 1943 in Brazil and 1911 in…
spike
we
desligou	to hang up
operacional	operational (relating to operations)
responde-me
brilha	to shine/ to emit or reflect light
resolvemos	to solve/ to resolve (to find an answer or solution)
raptou	to abduct (capture and keep (someone) imprisoned/ demanding…
farda	military uniform/ fatigues
respondi	first-person singular preterite indicative of responder
acordos	agreement/ deal (an understanding to follow a course of conduct)
desaparecem	to disappear/ to vanish (to become lost/ unseen or stop existing)
mudo	mute (person unable to speak)
pedi-lhe
insecto	insect (arthropod of class Insecta)
pagamentos	payment
sólido	in the solid state
violenta	to rape (to force sexual intercourse or other sexual activity upon)
vendem	to sell
compre	to buy
cú	buttocks/ arse/ ass/ butt/ bum
cãozinho	diminutive of cão: a small-sized dog
polly
réu	defendant (person prosecuted or sued)
matty
absoluto	absolute
ressaca	storm surge
pimenta	pepper (plant)
longos	long
saberei	to know
estadual	of or relating to a state
mantenham-se
art
pousa	to put down/ lay down
tammy
gostavam	to like
lutam	to fight (participate in a conflict)
pope	pope (a Russian Orthodox priest)
síndrome	syndrome (a well-defined set of symptoms that do not characterize…
célula	cell
compartilhar	to share (to give)
bobo	silly/ stupid
drive	drive (a mass-storage device)
dificilmente	with difficulty
comia	to eat
discussões	discussion
lutei	to fight (participate in a conflict)
planeia	European Portuguese standard form of planejar
parava	to stop (to no longer move)
salvamento	rescuing/ saving
gritou	to shout/ to scream/ to yell
fuma	to smoke/ to deliberately inhale smoke
violou	to violate (to break or fail to act by [a rule])
vê-las
brien
fichas	to record/ file/ index (make a record of information)
necessários	necessary
escolhemos	to choose
esperou	to wait
rich
baxter
abe	inflection of abar:
letal	lethal
celular	cellular (relating to cells)
paradeiro	whereabouts (the location where something or someone ends up/ with…
adopção	adoption
francos	free/ unimpeded
esconder-se
incomodado	to bother/ to annoy
cathy
baixe	to lower (to move something to a lower position)
monty
pode-me
auto	a public deed or ceremony
nojenta	disgusting/ gross
flecha	arrow (projectile)
assassinou	to kill/ murder
avisa	to notify/ to warn
objectivos	pre-reform spelling (used until 1943 in Brazil and 1990 in…
tornam	to make (to cause to be)
irene	a female given name from Ancient Greek/ equivalent to English Irene
foi-me
conhece-lo
futura	future
aguente	to support (to keep from falling)
flutuar	to float
inicio	to start/ begin/ initiate
qualidades	quality
dante	a male given name from Italian/ equivalent to English Dante
hayes
cristãos	Christian (relating to or following Christianity)
depor	to depose (make a deposition)
dinozzo
combinar	to combine
salvar-te
artéria	artery
fenda	to split/ cleave/ rip
específica	specific
deitada	to lie down (to rest in a horizontal position)
instalação	installation (process)
batom	lipstick (make-up for the lips)
eléctrico	pre-reform spelling (used until 1990) of elétrico/ still used…
cheryl
bolinhos	diminutive of bolo
imaginem	to imagine (all senses)
val	valley
furacão	hurricane
refere-se
tenho-o
putos	furious/ angry/ annoyed/ irritated
cimo	top (uppermost part)
conte-me
satisfação	satisfaction
cumpriu	to carry out/ to do/ to perform
colchão	mattress (a piece of furniture where one sleeps/ with a covering…
jacto	jet (impetuous outflow of a liquid or gas)
trocos	change (small denominations of money given in exchange for a…
fachada	façade (of a building)
devo-te
hostil	hostile (showing ill will and malevolence)
casco	skull/ cranium
stu
enviaram	to send
entrares	to enter/ to go into
retirado	to take away (to remove something and put it in a different place)
generosa	generous (willing to give and share unsparingly)
imortal	immortal
canhões	cannon (artillery piece)
convidei	to invite (ask for the presence or participation of someone)
feriado	holiday (day declared free from work by the state or government)
moscas	fly (various insects in the order Diptera)
golo	goal (area into which the players attempt to put an object/ act of…
mentido	to lie (to affirm as true what is known to be false/ or to deny…
sentimental	sentimental
corporal	corporal/ carnal
avisei-te
desafiar	to challenge/ to defy
assina	to sign (to write one's signature on a document)
atravessou	to put across
fofo	spongy/ fluffy/ soft
gestão	management
sabido	to know
lembrar-te
cruzeiro	calvary (a type of monumental public Christian cross/ sometimes…
otto	a male given name/ variant of Oto/ equivalent to English Otto
recomendo	to recommend/ commend
fantásticos	fantastic (wonderful/ marvelous)
madre	mother (nun)
devas	should (indicates that an action is considered by the speaker to…
apocalipse	apocalypse
tentarei	to try/ go for/ attempt
gilbert
brinca	to play/ as in child's play or "playing around"
fugiste	to run away/ to flee (to move away from something unpleasant…
falência	bankruptcy (inability to pay creditors)
atleta	athlete
discreto	discreet (respectful of privacy or secrecy)
manuel	a male given name/ equivalent to English Emmanuel or Manuel
levantou	to stand up/ to get up (to rise from a lying/ sitting or fallen…
nã	eye dialect spelling of não
dc	AD (after the birth of Christ)
parares	to stop (to no longer move)
expressar	to express (to convey meaning)
insisto	to insist
tacos	cue/ bat/ stick (any long implement used to hit the ball or puck…
ivy
metida	to put in/ to insert into
atendo	to answer (the phone/ the door)
raiz	root (part of a plant)
ofender	to offend
ninguem	no one/ nobody (not one person)
ouviste-me
perturbada	to perturb/ to disturb
montana	Montana (a state in the Mountain West region of the United States/…
feijão	bean (seed)
tocava	to touch/ to finger/ to feel (tactually)
lida	to read (to look at and interpret written information)
viaja	to travel
artificial	artificial (made by human hand)
chamar-te
fractura	pre-reform spelling (used until 1943 in Brazil and 1990 in…
soar	make a sound
paquistão	Pakistan (a country in South Asia/ official name: República…
consultar	to consult (ask advice)
apartamentos	flat/ apartment
galo	rooster (male of the domestic chicken)
digressão	digression (departure from the subject)
bota	dull (lacking a sharp edge or point)
costumavam	third-person plural imperfect indicative of costumar
grades	grate (metal grille)
amo-o
vega
robinson
desenhada	to draw (to produce an image of something by artistic means)
meti	to put in/ to insert into
legítimo	legitimate (all senses)
mae
portland
percorrer	to travel
baseada	steadfast/ based (having a solid base)
sacar	to pull out/ to extract/ to snatch
ajudam	to help/ aid/ to assist
possivel	possible
revolta	to turn over (e.g./ earth)
cintura	waist/ waistline (part of the body between the pelvis and the stomach)
precisão	third-person plural present indicative of precisar
jogamos	to play (to participate in a sport or game)
marcação	marking
morava	to live/ reside (have permanent residence)
abençoado	to bless
flórida	Florida (a state of the United States)
gaita	bagpipes
encerrar	to contain
anedota	anecdote (short account of an incident)
violentos	violent (involving extreme force or motion)
acontecimento	event
chichi	European Portuguese standard spelling of xixi
avariado	damaged/ broken/ out of order
nobres	noble (pertaining to nobility)
lote	lot
baleias	to hit or wound with a shot.
chamam-lhe
deeks
ganharam	to win (to achieve victory in a game/ a war/ etc)
encarregado	to charge
addison
irrelevante	irrelevant (not related to a topic/ not applicable/ unimportant)
tranquila	calm/ peaceful/ tranquil (without motion or sound)
rios	river (a large and often winding stream which drains a land mass/…
perdas	loss (instance of losing something)
enviados	to send
ruiva	auburn/ ginger (hair colour)/ red-haired
vegetais	vegetable (edible material derived from a plant)
pêlo	hair (filament which grows on the skin of mammals)/ except hair on…
falasse	to speak/ to talk (to say words out loud)
domingos	Sunday
numero	first-person singular present indicative of numerar
plena	feminine singular of pleno
transmissor	transmitter
queixar	to complain
instalar	to install/ to set up for use
unidas	to bind/ to connect
cortina	curtain (piece of cloth covering a window)
considero	to consider
camioneta	pick-up truck
músico	musician (a person who composes/ plays or sings music)
faz-nos
cass
frankenstein
espetacular	spectacular (amazing or worthy of special attention)
satisfazer	to satisfy
acabares	to finish (to be over/ completed)
lateral	lateral (of/ pertaining to or located in the side)
raio-x	X-ray (photograph made with X-rays)
sao
air
gama	gamma (the third letter of the Greek alphabet (Γ/ γ)/ preceded by…
menu	menu (printed list of dishes offered in a restaurant)
assustaste-me
explique	inflection of explicar:
callie
envergonhada	ashamed/ shamefaced
tentarem	to try/ go for/ attempt
servido	to serve (to work as a servant for someone)
projectos	pre-reform spelling (used until 1943 in Brazil and 1990 in…
maurice
insinuar	to insinuate
causas	cause/ reason
lo	alternative form of o (third-person masculine singular objective…
assento	seat
debra
robôs	robot
afecta	pre-reform spelling (used until 1990) of afetar/ still used where…
ferir	to hurt/ injure
magro	thin (having little fat)
trazer-me
estágio	phase/ stage
juíza	judge
autocarros	bus (vehicle)
passarinho	diminutive of pássaro
your
alá	eye dialect spelling of olha lá (“look there”)
docinho	diminutive of doce
sova	kneading (the act of kneading dough)
procurou	to search/ to seek/ to look for
esgoto	sewer (for waste liquid)
financeira	financial (relating or pertaining to finance)
eduardo	a male given name from Old English/ equivalent to English Edward
ajustar	to adjust
doçura	sweetness
javier
recorrer	to have recourse/ to resort (to use something as a source of help)
desaparecidas	that disappeared
hannibal	alternative form of Aníbal
ditado	to dictate (speak aloud for writing)
zoológico	zoological (of/ or relating to animals)
grécia	Greece (a country in Southeastern Europe/ official name: República…
virei	to come (to move towards the speaker or the agent)
quereis	to want/ to wish/ to desire
emocionalmente	emotionally
saberão	to know
day
desmaiou	to faint (to lose consciousness)
georgia
pensaria	to think (communicate to oneself in one’s mind)
marc
esmagar	to crush (to overwhelm by pressure or weight)
imensos	immense
encontra-se
desvio	to divert
fabulosa	fabulous/ great/ wonderful
powell
asilo	asylum
escritórios	office (building or room)
inteiramente	entirely/ fully/ wholly
willy
fazer-se
pinturas	a painting
mccoy
perguntei-lhe
adequada	feminine singular of adequado
mal-entendido	misunderstanding
stewie
impecável	impeccable
garantido	to guarantee
riso	laughter/ laugh
rins	kidney
agências	agency (capacity of individuals to act independently)
ironia	irony
britânica	British
levares	to take (to move something to a destination)
exigir	to require/ need
picante	stinging
idosos	elderly/ old
luis
navegar	to navigate/ sail
lizzie
vantagens	advantage/ vantage
simmons
viu-o
processos	process (series of events to produce a result)
explosivo	explosive
recolha	to collect/ gather
oiço	to hear (to perceive with the ear/ without necessarily paying…
cometa	comet (celestial body with a “tail” of matter)
doris
tornaste	to make (to cause to be)
potter
caia	to fall/ to fall down/ to drop
comandar	to command/ to order (to give a direct order)
aplicação	application
paisagem	landscape (portion of land or territory which the eye can…
paras	to stop (to no longer move)
pouquinho	diminutive of pouco
passes	second-person singular present subjunctive of passar
chapéus	hat (head covering)
criminosa	criminal (relating to crime)
tinha-me
traidores	traitor (one who betrays)
quentin
impressionada	to impress
comentar	to comment (make a comment)
costumavas	to be accustomed to/ to be used to/ usually
convenceu	to convince (make someone believe/ or feel sure about something)
cantos	singing (the act of using the voice to produce musical sounds)
prometido	to promise (to commit to something or action/ to make an oath)
congelado	to freeze
elijah
pátria	fatherland (the country of one’s birth/ origin)
chegava	to arrive (at)/ to reach (to conclude moving to a destination)
repita	to repeat (do again)
forçada	to force
quanta	quantum (indivisible unit of a given quantity)
sugar	to suck
condessa	count (the male ruler of a county)
ladra	to bark
merecer	to merit/ to deserve
peterson
ligeiramente	lightly
gates	gate (circuit that implements a logical operation)
interferência	interference (all senses)
podes-me
joyce	a female given name/ variant of Joice
excitada	to excite (sexually)
dee
bebia	to drink (something)
enterrada	to bury/ to inter/ to entomb
alcunha	nickname/ soubriquet
resolvi	to solve/ to resolve (to find an answer or solution)
estadia	stay/ sojourn
melanie
bem-estar	well-being (state of health/ happiness and/or prosperity)
escuras	dark
conclusões	conclusion
químico	chemical (of or relating to chemistry)
ensinar-te
precisos	precise/ accurate (in exact or careful conformity with the truth)
vermes	worm
bombeiro	firefighter (person trained to extinguish fires and undertake…
matas	to kill (to cause to die)
aspectos	appearance/ look
malditas	past participle of maldizer
magoar-me
consumo	consumption
prejudicar	to harm/ damage
nomeado	to name (give a name to)
pisar	to step on/ to tread
celebração	celebration (all senses)
despertar	to awaken/ to wake up (gain consciousness)
úteis	profitable/ advantageous
explico	to explain
estupor	stupor (a state of reduced consciousness or sensibility)
arodri
mestres	master
manipular	to manipulate
construída	to build
fragmentos	fragment
point	a location where members of a group usually meet
preservativo	preservative
verificação	verification
conhecias	to know (be acquainted or familiar with)
ruínas	ruin (construction withered by time)
chulo	coarse/ vulgar/ obscene
camada	layer
pagos	paid (having been paid for)
mantimentos	grocery
siga-me
incomum	uncommon/ unusual
lori
nalguma	contraction of em + algum
contrabando	contraband (goods which are prohibited from being traded/ smuggled…
brandy	alternative form of brande
conheças	to know (be acquainted or familiar with)
jenkins
vilão	townsperson (inhabitant of a town)
rostos	face (part of head)
atingida	to strike/ to touch
organismo	organism (living thing)
preocupas	to concern/ worry (to cause concern to/ cause unrest)
encontremos	to meet
esqueço	to forget
contos	tale/ story (account of an asserted fact or circumstance)
morrerem	to die (to stop living)
janice
rumor	rumour (statement or claim from no known reliable source)
lorenzo
formigas	ant (insect)
pico	peak/ summit/ top (the highest point of a mountain)
semente	seed
residentes	resident
contabilidade	accountancy
dinossauros	dinosaur (any of various extinct reptiles belonging to the Dinosauria)
vence	to win
mérito	merit (something worthy of positive recognition)
gasto	expenditure/ cost
correios	mail (regular delivery of letters and small parcels)
concentrado	to concentrate
abrimos	to open
tomaram	to take (to get something into one’s possession or control)
sossegado	calm/ tranquil/ quiet
farsa	farce
fossemos	to nuzzle
perdê-lo
crack	crack (crack cocaine)
lume	flame/ fire (to cook or keep oneself warm)
mi	mi (musical note)
achámos	to find/ to encounter (to come across something that was unknown…
borboleta	butterfly/ moth
formulário	form (to be filled in)
cinzento	grey (colour)
emprestar	to lend/ to loan (to give temporarily)
tenso	tense (showing stress or strain)
bradley
entretenimento	entertainment
latim	Latin (language of the ancient Romans)
vendemos	to sell
peg
títulos	title
gaiola	cage/ birdcage
peruca	wig
reitor	rector
reportagem	reportage
claras	a female given name/ equivalent to English Clara or Claire
rodar	to rotate/ revolve/ turn
acabem	to finish (to be over/ completed)
assaltos	assault/ attack
terrivelmente	terribly/ awfully/ dreadfully
sérios	serious/ solemn (without humor or expression of happiness)
tráfego	traffic (the flow of pedestrians or vehicles in a location)
boris
dão-me
manter-te
deixarmos	to leave/ to exit (to go out of or away from a place)
melinda
north
berço	cradle/ crib
clássica	classic/ classical
psicólogo	psychologist (expert in the field of psychology)
recuperou	to recover
laurie
hugh
pan	alternative spelling of Pã
mandá-lo
callen
estatuto	bylaw (law or rule governing the internal affairs of an organization)
nadia
apanhá-los
morresse	to die (to stop living)
jasper
exausto	exhausted/ depleted
continuares	to continue/ to go on (with) (to not stop)
wesley
imigração	immigration
empurra	to push (apply a force to an object so that it moves away)
doméstica	domestic (of or relating to the home)
escutas	to listen to/ to hear (to perceive sound)
maravilhosas	wonderful
símbolos	symbol
shh
calmos	calm
crucial	crucial
comam	to eat
biologia	biology
pano	cloth (woven fabric)
atropelado	to hit an obstacle while moving
tomate	tomato (fruit of the tomato plant)
judith
maçãs	apple (fruit)
oposição	opposition (all senses)
cohen
stripper	stripper (one who removes one’s clothes as entertainment)
escolheram	to choose
ventilação	ventilation
blusa	blouse (women's upper garment)
fundamental	fundamental/ essential (pertaining to the basic part or notion of…
dá-te
divino	divine (pertaining to god)
voltando	gerund of voltar
fi	phi (name of the Greek letter Φ)
stewart
mágicos	a magician
insulto	to insult
exércitos	army
continuará	to continue/ to go on (with) (to not stop)
carregado	to carry
limusina	alternative form of limusine
reservado	to reserve (to keep in store for future or special use)
pulmão	lung
nocturno	pre-reform spelling (used until 1943 in Brazil and 1990 in…
molhada	covered with or impregnated with liquid/ wet
dê-nos
mack
construímos	to build
patroa	master/ boss
atirei	to throw
emenda	correction
desça	to descend/ to go down
gostariam	to like
dalton
raptar	to abduct (capture and keep (someone) imprisoned/ demanding…
regimento	regiment (army unit)
créditos	credit (acknowledgement)
afastados	to repel/ to push away (cause to move away)
gold
entrámos	to enter/ to go into
denver
partiste	to split (divide something/ especially in two roughly equal parts)
chegaremos	to arrive (at)/ to reach (to conclude moving to a destination)
faça-me
cera	wax (oily/ water-resistant substance)
pontaria	aim/ aiming
enforcado	to suspend (someone) by a rope or band tied around the neck/…
tentativas	tentative
apanhar-te
viviam	to live/ to have life
valiosa	valuable
proteger-me
calados	to shut up (to stop talking)
cliff
enlouqueceu	to go mad
ricardo	a male given name/ equivalent to English Richard
christy
abigail	Abigail (wife of David)
comprimento	length (measurement of distance)
â	a letter "a" which is stressed and close
matou-a
case	a phone case
mexicanos	Mexican
porreira	cool/ excellent
hambúrgueres	hamburger
tabuleiro	gameboard (portable surface on which a game is played)
decorrer	to pass/ to elapse
vivendo	to live/ to have life
transforma	to transform
provocou	to provoke (all senses)
belle
afundar	to sink (descend into liquid/ etc)
parvoíce	silliness/ imbecility
entrarmos	to enter/ to go into
animar	to cheer someone up (to make someone stop being sad)
fax	fax (document transmitted by telephone)
junta-te
agradecimento	gratitude/ thankfulness
zombies	zombie (the undead)
baixem	to lower (to move something to a lower position)
recomendação	recommendation
re
sherman
obrigações	duty
hodgins
jóia	jewel (a precious or semi-precious stone)
abater	to collapse
christina
elefantes	elephant (any mammal of the order Proboscidea)
desejam	to wish
simone	a female given name from French/ masculine equivalent Simão
primária	primary
